"latin_word","rune_word","rune_indices","weight"
"bit","ᛒᛁᛏ","17 10 16",99855422
"bay","ᛒᚪᚣ","17 24 26",98892762
"map","ᛗᚪᛈ","19 24 13",96482451
"fit","ᚠᛁᛏ","0 10 16",95744989
"dear","ᛞᚫᚱ","23 25 4",95222095
"ice","ᛁᚳᛖ","10 5 18",94304735
"buy","ᛒᚢᚣ","17 1 26",87126620
"lie","ᛚᛁᛖ","20 10 18",86642355
"fee","ᚠᛖᛖ","0 18 18",81644131
"ran","ᚱᚪᚾ","4 24 9",77301014
"ray","ᚱᚪᚣ","4 24 26",76632162
"seat","ᛋᚫᛏ","15 25 16",76536414
"com","ᚳᚩᛗ","5 3 19",73860572
"mid","ᛗᛁᛞ","19 10 23",72643747
"fed","ᚠᛖᛞ","0 18 23",70513577
"dog","ᛞᚩᚷ","23 3 6",69679480
"weak","ᚹᚫᚳ","7 25 5",69512168
"sit","ᛋᛁᛏ","15 10 16",69219874
"meat","ᛗᚫᛏ","19 25 16",67257633
"pro","ᛈᚱᚩ","13 4 3",66601637
"web","ᚹᛖᛒ","7 18 17",65144395
"fat","ᚠᚪᛏ","0 24 16",64010995
"min","ᛗᛁᚾ","19 10 9",61935066
"raw","ᚱᚪᚹ","4 24 7",60855771
"peak","ᛈᚫᚳ","13 25 5",60724168
"sin","ᛋᛁᚾ","15 10 9",58536649
"hit","ᚻᛁᛏ","8 10 16",57895092
"poet","ᛈᛇᛏ","13 12 16",57335594
"cup","ᚳᚢᛈ","5 1 13",56784118
"row","ᚱᚩᚹ","4 3 7",55591079
"sky","ᛋᚳᚣ","15 5 26",55507045
"gun","ᚷᚢᚾ","6 1 9",55348038
"wear","ᚹᚫᚱ","7 25 4",55313214
"joy","ᛂᚩᚣ","11 3 26",54078544
"wet","ᚹᛖᛏ","7 18 16",53321306
"earl","ᚫᚱᛚ","25 4 20",53067461
"leaf","ᛚᚫᚠ","20 25 0",52055009
"era","ᛖᚱᚪ","18 4 24",51390586
"app","ᚪᛈᛈ","24 13 13",49882816
"poem","ᛈᛇᛗ","13 12 19",48928955
"rear","ᚱᚫᚱ","4 25 4",48699238
"win","ᚹᛁᚾ","7 10 9",48307167
"bus","ᛒᚢᛋ","17 1 15",47691447
"pub","ᛈᚢᛒ","13 1 17",47237839
"fly","ᚠᛚᚣ","0 20 26",46822071
"arc","ᚪᚱᚳ","24 4 5",46147627
"www","ᚹᚹᚹ","7 7 7",45781576
"gap","ᚷᚪᛈ","6 24 13",45456377
"leg","ᛚᛖᚷ","20 18 6",44598581
"seal","ᛋᚫᛚ","15 25 20",44495286
"cap","ᚳᚪᛈ","5 24 13",43762573
"meal","ᛗᚫᛚ","19 25 20",43583497
"dean","ᛞᚫᚾ","23 25 9",42313564
"cat","ᚳᚪᛏ","5 24 16",41810641
"bag","ᛒᚪᚷ","17 24 6",41484507
"egg","ᛖᚷᚷ","18 6 6",41298898
"ease","ᚫᛋᛖ","25 15 18",41265336
"dam","ᛞᚪᛗ","23 24 19",41048124
"ears","ᚫᚱᛋ","25 4 15",40508375
"cry","ᚳᚱᚣ","5 4 26",40299069
"beat","ᛒᚫᛏ","17 25 16",40200174
"tip","ᛏᛁᛈ","16 10 13",39120934
"pan","ᛈᚪᚾ","13 24 9",38699406
"log","ᛚᚩᚷ","20 3 6",38399221
"hat","ᚻᚪᛏ","8 24 16",38346073
"mix","ᛗᛁᛉ","19 10 14",37285381
"oak","ᚩᚪᚳ","3 24 5",37226885
"del","ᛞᛖᛚ","23 18 20",36368544
"pen","ᛈᛖᚾ","13 18 9",35730964
"max","ᛗᚪᛉ","19 24 14",35636274
"fun","ᚠᚢᚾ","0 1 9",34726027
"bid","ᛒᛁᛞ","17 10 23",34011237
"sad","ᛋᚪᛞ","15 24 23",33957966
"gear","ᚷᚫᚱ","6 25 4",33013106
"fix","ᚠᛁᛉ","0 10 14",32332243
"odd","ᚩᛞᛞ","3 23 23",31524976
"wit","ᚹᛁᛏ","7 10 16",30902705
"etc","ᛖᛏᚳ","18 16 5",30306582
"tie","ᛏᛁᛖ","16 10 18",30172974
"bow","ᛒᚩᚹ","17 3 7",29127970
"plea","ᛈᛚᚫ","13 20 25",28090633
"ref","ᚱᛖᚠ","4 18 0",26998220
"mad","ᛗᚪᛞ","19 24 23",26904417
"oct","ᚩᚳᛏ","3 5 16",26102180
"lit","ᛚᛁᛏ","20 10 16",24165683
"beg","ᛒᛖᚷ","17 18 6",24077111
"seas","ᛋᚫᛋ","15 25 15",23172434
"earn","ᚫᚱᚾ","25 4 9",22865287
"pop","ᛈᚩᛈ","13 3 13",22846496
"inn","ᛁᚾᚾ","10 9 9",22582982
"apt","ᚪᛈᛏ","24 13 16",22572418
"eve","ᛖᚢᛖ","18 1 18",22312606
"rid","ᚱᛁᛞ","4 10 23",21715382
"shoe","ᛋᚻᛇ","15 8 12",21594987
"ate","ᚪᛏᛖ","24 16 18",20898815
"pet","ᛈᛖᛏ","13 18 16",20224173
"doc","ᛞᚩᚳ","23 3 5",18818707
"deaf","ᛞᚫᚠ","23 25 0",18574304
"owe","ᚩᚹᛖ","3 7 18",18005774
"lean","ᛚᚫᚾ","20 25 9",17262631
"tor","ᛏᚩᚱ","16 3 4",16883302
"ego","ᛖᚷᚩ","18 6 3",16202624
"tar","ᛏᚪᚱ","16 24 4",15223646
"dot","ᛞᚩᛏ","23 3 16",14288127
"var","ᚢᚪᚱ","1 24 4",14026300
"neat","ᚾᚫᛏ","9 25 16",13858492
"fog","ᚠᚩᚷ","0 3 6",13321432
"bin","ᛒᛁᚾ","17 10 9",12564934
"tag","ᛏᚪᚷ","16 24 6",12365865
"lid","ᛚᛁᛞ","20 10 23",12033476
"bye","ᛒᚣᛖ","17 26 18",11142786
"pad","ᛈᚪᛞ","13 24 23",11110767
"lib","ᛚᛁᛒ","20 10 17",11087060
"toy","ᛏᚩᚣ","16 3 26",10759031
"rot","ᚱᚩᛏ","4 3 16",10726002
"abc","ᚪᛒᚳ","24 17 5",10705537
"hid","ᚻᛁᛞ","8 10 23",10615569
"leap","ᛚᚫᛈ","20 25 13",10546263
"lag","ᛚᚪᚷ","20 24 6",10451592
"deg","ᛞᛖᚷ","23 18 6",9945565
"heal","ᚻᚫᛚ","8 25 20",9811513
"phi","ᛈᚻᛁ","13 8 10",9679520
"heap","ᚻᚫᛈ","8 25 13",9617748
"dos","ᛞᚩᛋ","23 3 15",9595237
"iso","ᛁᛋᚩ","10 15 3",9477247
"awe","ᚪᚹᛖ","24 7 18",9118306
"nil","ᚾᛁᛚ","9 10 20",8772801
"spy","ᛋᛈᚣ","15 13 26",8485297
"leak","ᛚᚫᚳ","20 25 5",8412409
"zip","ᛋᛁᛈ","15 10 13",7884490
"url","ᚢᚱᛚ","1 4 20",7227061
"mod","ᛗᚩᛞ","19 3 23",6987943
"lan","ᛚᚪᚾ","20 24 9",6889878
"ans","ᚪᚾᛋ","24 9 15",6714475
"ivy","ᛁᚢᚣ","10 1 26",6678000
"dev","ᛞᛖᚢ","23 18 1",6671686
"rem","ᚱᛖᛗ","4 18 19",6629273
"alt","ᚪᛚᛏ","24 20 16",6226609
"abs","ᚪᛒᛋ","24 17 15",6201622
"bug","ᛒᚢᚷ","17 1 6",5949873
"foes","ᚠᛇᛋ","0 12 15",5838244
"vow","ᚢᚩᚹ","1 3 7",5777582
"reap","ᚱᚫᛈ","4 25 13",5411420
"err","ᛖᚱᚱ","18 4 4",5363855
"nun","ᚾᚢᚾ","9 1 9",5315987
"nan","ᚾᚪᚾ","9 24 9",5240297
"wed","ᚹᛖᛞ","7 18 23",5129191
"rip","ᚱᛁᛈ","4 10 13",5058787
"eats","ᚫᛏᛋ","25 16 15",5020361
"ode","ᚩᛞᛖ","3 23 18",4976311
"hew","ᚻᛖᚹ","8 18 7",4920509
"feat","ᚠᚫᛏ","0 25 16",4741572
"ire","ᛁᚱᛖ","10 4 18",4543304
"zen","ᛋᛖᚾ","15 18 9",3808944
"yin","ᚣᛁᚾ","26 10 9",3740669
"tcp","ᛏᚳᛈ","16 5 13",3468784
"tao","ᛏᚪᚩ","16 24 3",3139277
"woes","ᚹᛇᛋ","7 12 15",2828933
"git","ᚷᛁᛏ","6 10 16",2684153
"pow","ᛈᚩᚹ","13 3 7",2669180
"sha","ᛋᚻᚪ","15 8 24",2625868
"ids","ᛁᛞᛋ","10 23 15",2471973
"yew","ᚣᛖᚹ","26 18 7",2110457
"iff","ᛁᚠᚠ","10 0 0",2050533
"rsa","ᚱᛋᚪ","4 15 24",1984343
"pry","ᛈᚱᚣ","13 4 26",1858014
"wry","ᚹᚱᚣ","7 4 26",1847086
"ftp","ᚠᛏᛈ","0 16 13",1691616
"uri","ᚢᚱᛁ","1 4 10",1540000
"hex","ᚻᛖᛉ","8 18 14",1374967
"gif","ᚷᛁᚠ","6 10 0",1189286
"vim","ᚢᛁᛗ","1 10 19",837824
"utc","ᚢᛏᚳ","1 16 5",836945
"gaia","ᚷᛡᚪ","6 27 24",818867
"cgi","ᚳᚷᛁ","5 6 10",812165
"fib","ᚠᛁᛒ","0 10 17",719274
"eons","ᛟᚾᛋ","22 9 15",534619
"pgp","ᛈᚷᛈ","13 6 13",320781
"jpg","ᛂᛈᚷ","11 13 6",191186
"said","ᛋᛡᛞ","15 27 23",1876380813
"paid","ᛈᛡᛞ","13 27 23",334402347
"main","ᛗᛡᚾ","19 27 9",290546903
"soil","ᛋᛡᛚ","15 27 20",193604341
"fair","ᚠᛡᚱ","0 27 4",163772684
"laid","ᛚᛡᛞ","20 27 23",124588930
"pain","ᛈᛡᚾ","13 27 9",123092432
"hair","ᚻᛡᚱ","8 27 4",114680778
"mail","ᛗᛡᛚ","19 27 20",106384799
"gain","ᚷᛡᚾ","6 27 9",106325973
"sign","ᛋᛁᛝ","15 10 21",101956836
"wait","ᚹᛡᛏ","7 27 16",74296861
"pair","ᛈᛡᚱ","13 27 4",71882808
"join","ᛂᛡᚾ","11 27 9",66098314
"fail","ᚠᛡᛚ","0 27 20",61482364
"rain","ᚱᛡᚾ","4 27 9",61351488
"rail","ᚱᛡᛚ","4 27 20",50586547
"aids","ᛡᛞᛋ","27 23 15",42812562
"tail","ᛏᛡᛚ","16 27 20",40850008
"void","ᚢᛡᛞ","1 27 23",35881676
"aims","ᛡᛗᛋ","27 19 15",30774761
"vain","ᚢᛡᚾ","1 27 9",29647730
"jail","ᛂᛡᛚ","11 27 20",23893658
"coin","ᚳᛡᚾ","5 27 9",23578213
"coil","ᚳᛡᛚ","5 27 20",20183145
"sail","ᛋᛡᛚ","15 27 20",20093719
"maid","ᛗᛡᛞ","19 27 23",16220122
"http","ᚦᛏᛈ","2 16 13",14015798
"boil","ᛒᛡᛚ","17 27 20",10399608
"hail","ᚻᛡᛚ","8 27 20",9956467
"raid","ᚱᛡᛞ","4 27 23",9250623
"foil","ᚠᛡᛚ","0 27 20",8995813
"toil","ᛏᛡᛚ","16 27 20",8656514
"bait","ᛒᛡᛏ","17 27 16",7456044
"aide","ᛡᛞᛖ","27 23 18",7150454
"html","ᚦᛗᛚ","2 19 20",5536482
"airy","ᛡᚱᚣ","27 4 26",4462178
"fain","ᚠᛡᚾ","0 27 9",3856449
"wail","ᚹᛡᛚ","7 27 20",2442648
"lair","ᛚᛡᚱ","20 27 4",1624570
"gnaw","ᛝᚪᚹ","21 24 7",609236
