source_id,source_material,source_topic,wp_claims_after_repair,corrected_design_decision,target_file_or_boundary,acceptance_tests_from_source_row,acceptance_matrix_links_after_repair,chain_status
G11,live_github::src/rune_decrypter_prime/scoring/language_model/paths.py,Language-model path resolution,"WP04 Asset pack, install, verify, preflight: adapt / E — Asset, backend, and language-model authority | WP14 Scorer, language-model, and asset exposure: adapt / C + D + E — Scorer lane, LM, asset, and backend status",adapt -> asset registry + LM status; Expose LM path checks through shared AssetRequirement/AssetStatus.,src/rune_decrypter_prime/scoring/language_model/paths.py,tests/scoring/language_model/test_lm_asset_status.py,D02 asset registry: tests/contracts/test_asset_registry_contract.py; tests/scoring/language_model/test_lm_asset_status.py | D03 language-model status: tests/scoring/language_model/test_lm_asset_status.py; tests/scoring/language_model/test_ecdf_status_reporting.py,ok
G12,live_github::src/rune_decrypter_prime/scoring/language_model/language_model_prime_runtime.py,Language-model ECDF runtime validation,"WP04 Asset pack, install, verify, preflight: adapt / E — Asset, backend, and language-model authority | WP14 Scorer, language-model, and asset exposure: adapt / C + D + E — Scorer lane, LM, asset, and backend status",preserve -> LM asset validation; Keep strict validation and report structured blocked reasons on failure.,src/rune_decrypter_prime/scoring/language_model/language_model_prime_runtime.py,tests/scoring/language_model/test_ecdf_status_reporting.py,D02 asset registry: tests/contracts/test_asset_registry_contract.py; tests/scoring/language_model/test_lm_asset_status.py | D03 language-model status: tests/scoring/language_model/test_lm_asset_status.py; tests/scoring/language_model/test_ecdf_status_reporting.py,ok
G13,live_github::src/rune_decrypter_prime/scoring/base_scorer.py,BaseScorer single interface,"WP14 Scorer, language-model, and asset exposure: adapt / C + D + E — Scorer lane, LM, asset, and backend status | WP18 Scorer lane integration: adapt / C + D — One scorer interface, explicit V1 lanes",preserve -> one scorer interface; Do not create a second no-WLI scorer API; add lane registry beside existing interface.,src/rune_decrypter_prime/scoring/base_scorer.py,tests/contracts/test_scorer_registry_contract.py,B03 typed core contracts: tests/contracts/test_component_contracts.py; tests/api/test_artifact_agreement.py; tests/scoring/test_scorer_report_lane_sections.py | D00 scorer registry: tests/contracts/test_scorer_registry_contract.py | D02 asset registry: tests/contracts/test_asset_registry_contract.py; tests/scoring/language_model/test_lm_asset_status.py | F03 default scorer compatibility: existing default scorer tests; tests/scoring/test_requested_lanes_block_not_warn.py | H01 JSON safety: tests/api/test_solver_report_builder.py; tests/scoring/test_scorer_report_lane_sections.py,ok
G14,live_github::src/rune_decrypter_prime/api/run_artifact_manifest.py,Run artifact manifest,"WP04 Asset pack, install, verify, preflight: adapt / E — Asset, backend, and language-model authority | WP16 Artifact agreement and review-pack closure: adopt / G — Artifact agreement and review pack closure",adapt -> artifact agreement; Extend with artifact agreement checks rather than replacing manifest.,src/rune_decrypter_prime/api/run_artifact_manifest.py,tests/api/test_artifact_agreement.py,B03 typed core contracts: tests/contracts/test_component_contracts.py; tests/api/test_artifact_agreement.py; tests/scoring/test_scorer_report_lane_sections.py | H02 artifact agreement: tests/api/test_artifact_agreement.py; tests/api/test_run_artifact_manifest.py | H03 portable artifacts: tests/api/test_run_artifact_manifest.py; tests/api/test_artifact_agreement.py,ok
T01,tests.zip::tests/tools/test_no_wli_scorer_component_inventory_v1.py,No-WLI scorer component inventory tests,"WP01 Core contract types: adopt_and_merge / B — Typed core contracts and shared status vocabulary | WP02 Diagnostics hooks: adapt / C — Diagnostics as component/lane/asset status | WP03 Contract tests: adopt / H — Test acceptance spine | WP12 Component registry and authority: adapt / B + C — Core contracts, component registry, scorer lane registry",adapt -> component contracts + scorer registry; Port concepts into enum/dataclass component contracts; do not copy raw string tables into core.,component contracts + scorer registry,tests/contracts/test_component_contracts.py,B00 typed core contracts: tests/contracts/test_component_contracts.py | B02 typed core contracts: tests/contracts/test_component_contracts.py; tests/contracts/test_capability_gates.py | D00 scorer registry: tests/contracts/test_scorer_registry_contract.py,ok
T02,tests.zip::tests/tools/test_no_wli_scorer_component_contracts_v1.py,No-WLI scorer component contract tests,"WP01 Core contract types: adopt_and_merge / B — Typed core contracts and shared status vocabulary | WP02 Diagnostics hooks: adapt / C — Diagnostics as component/lane/asset status | WP03 Contract tests: adopt / H — Test acceptance spine | WP12 Component registry and authority: adapt / B + C — Core contracts, component registry, scorer lane registry",adapt -> component contracts + active/inactive state reporting; Use as design evidence for lane status and report-only vs active behaviour.,component contracts + active/inactive state reporting,tests/contracts/test_scorer_registry_contract.py,B00 typed core contracts: tests/contracts/test_component_contracts.py | B02 typed core contracts: tests/contracts/test_component_contracts.py; tests/contracts/test_capability_gates.py | C01 capability gates: tests/contracts/test_capability_gates.py | D00 scorer registry: tests/contracts/test_scorer_registry_contract.py,ok
T03,tests.zip::tests/tools/test_no_wli_scorer_component_feature_audit_v1.py,No-WLI scorer feature audit tests,"WP01 Core contract types: adopt_and_merge / B — Typed core contracts and shared status vocabulary | WP02 Diagnostics hooks: adapt / C — Diagnostics as component/lane/asset status | WP03 Contract tests: adopt / H — Test acceptance spine | WP12 Component registry and authority: adapt / B + C — Core contracts, component registry, scorer lane registry","adapt -> component registry audit; Fold useful checks into V1 component registry tests, not production runtime.",component registry audit,tests/contracts/test_component_contracts.py,B00 typed core contracts: tests/contracts/test_component_contracts.py,ok
T04,tests.zip::tests/tools/test_no_wli_oracle_contract.py,Oracle enabled vs consulted contract,WP03 Contract tests: adopt / H — Test acceptance spine | WP15 Fixed-instance and experiment-ledger roadmap: roadmap_light / J — Experimental preservation plus light V1 identity,"adopt -> oracle/truth separation; Create V1 identity/report fields that distinguish truth available, oracle enabled, oracle consulted, oracle used.",oracle/truth separation,tests/contracts/test_oracle_truth_separation_contract.py,J03 resume boundary: tests/contracts/test_resume_boundary_contract.py,ok
T05,tests.zip::tests/tools/test_no_wli_oracle_policy.py,Oracle policy tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP15 Fixed-instance and experiment-ledger roadmap: roadmap_light / J — Experimental preservation plus light V1 identity,adopt -> oracle/truth separation; Keep oracle policy out of production scoring decisions unless explicitly test-only.,oracle/truth separation,tests/contracts/test_oracle_truth_separation_contract.py,J03 resume boundary: tests/contracts/test_resume_boundary_contract.py,ok
T06,tests.zip::tests/tools/test_oracle_consulted_contract_all_runners.py,Oracle consulted guards across runners,WP03 Contract tests: adopt / H — Test acceptance spine | WP15 Fixed-instance and experiment-ledger roadmap: roadmap_light / J — Experimental preservation plus light V1 identity,adopt -> runtime safety; Require report/status fields for oracle consulted/used in any benchmark harness that has truth.,runtime safety,tests/contracts/test_oracle_truth_separation_contract.py,J03 resume boundary: tests/contracts/test_resume_boundary_contract.py | J04 oracle/truth separation: tests/contracts/test_oracle_truth_separation_contract.py; tests/tools/test_no_wli_oracle_contract.py,ok
T07,tests.zip::tests/tools/test_oracle_off_decision_path_guards.py,Oracle-off decision path guards,WP03 Contract tests: adopt / H — Test acceptance spine | WP15 Fixed-instance and experiment-ledger roadmap: roadmap_light / J — Experimental preservation plus light V1 identity,adopt -> runtime safety; Use as a V1 rule for tests/tutorials involving known plaintext/key.,runtime safety,tests/contracts/test_oracle_truth_separation_contract.py,J04 oracle/truth separation: tests/contracts/test_oracle_truth_separation_contract.py; tests/tools/test_no_wli_oracle_contract.py,ok
T08,tests.zip::tests/tools/test_no_wli_resume_handoff_artifacts.py,Resume handoff artifacts,"WP03 Contract tests: adopt / H — Test acceptance spine | WP15 Fixed-instance and experiment-ledger roadmap: roadmap_light / J — Experimental preservation plus light V1 identity | WP17 Runner, resume, and partial-state contract: experimental_boundary / J — Experimental save/restore boundary",roadmap -> experimental save/restore boundary; Do not implement full save/restore in V1; preserve as experimental and add explicit unsupported boundary.,experimental save/restore boundary,tests/contracts/test_resume_boundary_contract.py,,ok
T09,tests.zip::tests/tools/test_no_wli_artifact_resume.py,No-WLI artifact resume tests,"WP03 Contract tests: adopt / H — Test acceptance spine | WP17 Runner, resume, and partial-state contract: experimental_boundary / J — Experimental save/restore boundary",roadmap -> experimental save/restore boundary; Keep in experimental branch; V1 only reports/block unsupported resume.,experimental save/restore boundary,tests/contracts/test_resume_boundary_contract.py,,ok
T10,tests.zip::tests/api/test_run_artifact_manifest.py,Run artifact manifest tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP16 Artifact agreement and review-pack closure: adopt / G — Artifact agreement and review pack closure,adopt -> artifact manifest + agreement; Retain and extend for artifact agreement.,artifact manifest + agreement,tests/api/test_artifact_agreement.py,G03 calibrated span-Hamming: tests/scoring/span_hamming/test_calibrated_assets.py | H02 artifact agreement: tests/api/test_artifact_agreement.py; tests/api/test_run_artifact_manifest.py | H03 portable artifacts: tests/api/test_run_artifact_manifest.py; tests/api/test_artifact_agreement.py,ok
T11,tests.zip::tests/api/test_run_artifact_manifest_trigger.py,Run artifact manifest trigger tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP16 Artifact agreement and review-pack closure: adopt / G — Artifact agreement and review pack closure,adopt -> artifact manifest triggering; Keep V1 manifest trigger tests while adding agreement checks.,artifact manifest triggering,tests/api/test_run_artifact_manifest_trigger.py,G04 span-Hamming LM/profile extension: tests/scoring/span_hamming/test_lm_assets_v2.py; tests/scoring/span_hamming/test_lm_robustness_smoke.py | H02 artifact agreement: tests/api/test_artifact_agreement.py; tests/api/test_run_artifact_manifest.py | H03 portable artifacts: tests/api/test_run_artifact_manifest.py; tests/api/test_artifact_agreement.py,ok
T12,tests.zip::tests/scoring/span_hamming/test_span_hamming_backend.py,Span-Hamming backend tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,adopt -> span-Hamming V1; Make span-Hamming a V1 lane with strict requested/effective status.,span-Hamming V1,tests/scoring/span_hamming/test_span_hamming_backend.py,G00 span-Hamming backend: tests/scoring/span_hamming/test_span_hamming_backend.py | G01 span-Hamming config: tests/scoring/span_hamming/test_span_hamming_backend.py,ok
T13,tests.zip::tests/scoring/span_hamming/test_fast_span_hamming_backend.py,Fast span-Hamming backend tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,adopt -> span-Hamming V1 backend parity; Backend request must run or block; fallback only if explicitly allowed and reported.,span-Hamming V1 backend parity,tests/scoring/span_hamming/test_fast_span_hamming_backend.py,G02 fast span-Hamming backend: tests/scoring/span_hamming/test_fast_span_hamming_backend.py; tests/tools/test_no_wli_fast_span_hamming_parity_sweep_v1.py | G05 span-Hamming integration: tests/scoring/test_span_hamming_integration.py; tests/scoring/test_scorer_lane_status_report.py,ok
T14,tests.zip::tests/scoring/span_hamming/test_calibrated_assets.py,Calibrated span-Hamming asset tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,adopt -> span-Hamming V1 calibrated mode; Requested calibrated span-Hamming requires valid assets and dictionary-policy handling.,span-Hamming V1 calibrated mode,tests/scoring/span_hamming/test_calibrated_assets.py,G02 fast span-Hamming backend: tests/scoring/span_hamming/test_fast_span_hamming_backend.py; tests/tools/test_no_wli_fast_span_hamming_parity_sweep_v1.py,ok
T15,tests.zip::tests/scoring/span_hamming/test_lm_assets_v2.py,Span-Hamming LM assets v2 tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,adopt -> span-Hamming V1 LM/profile asset status; Treat as requested asset when configured; block/report status.,span-Hamming V1 LM/profile asset status,tests/scoring/span_hamming/test_lm_assets_v2.py,,ok
T16,tests.zip::tests/scoring/span_hamming/test_lm_robustness_smoke.py,Span-Hamming robustness smoke,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,"adopt -> span-Hamming V1 robustness; Keep as release smoke, avoid using as hidden fallback excuse.",span-Hamming V1 robustness,tests/scoring/span_hamming/test_lm_robustness_smoke.py,A02 experimental boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_resume_boundary_contract.py | J00 n-gram Hamming boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_scorer_registry_contract.py,ok
T17,tests.zip::tests/scoring/test_span_hamming_integration.py,Span-Hamming scorer integration,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,adopt -> span-Hamming V1 scorer integration; Harden integration with lane status and strict requested-lane behaviour.,span-Hamming V1 scorer integration,tests/scoring/test_span_hamming_integration.py,A02 experimental boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_resume_boundary_contract.py | J00 n-gram Hamming boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_scorer_registry_contract.py,ok
T18,tests.zip::tests/tools/test_no_wli_fast_span_hamming_parity_sweep_v1.py,Fast span-Hamming parity sweep,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,adopt -> span-Hamming V1 backend parity; Use as reference for V1 fast/backend parity gate.,span-Hamming V1 backend parity,tests/scoring/span_hamming/test_fast_span_hamming_backend.py,A02 experimental boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_resume_boundary_contract.py | G02 fast span-Hamming backend: tests/scoring/span_hamming/test_fast_span_hamming_backend.py; tests/tools/test_no_wli_fast_span_hamming_parity_sweep_v1.py | J00 n-gram Hamming boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_scorer_registry_contract.py | J02 report-only/no-rank-effect discipline: tests/scoring/test_report_only_sections_have_no_rank_effect.py; experimental/tests/scoring/test_retained_state_plaintext_rescore.py,ok
T19,tests.zip::tests/scoring/ngram_hamming/test_report_only_telemetry.py,N-gram Hamming report-only telemetry tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,experimental -> experimental no-WLI scoring preservation; Keep in experimental branch; do not make V1 scorer lane. Borrow no-rank-effect discipline only.,experimental no-WLI scoring preservation,experimental/tests/scoring/ngram_hamming/test_report_only_telemetry.py,A02 experimental boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_resume_boundary_contract.py | J00 n-gram Hamming boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_scorer_registry_contract.py,ok
T20,tests.zip::tests/scoring/test_retained_state_plaintext_rescore.py,Retained-state plaintext rescore tests,"WP03 Contract tests: adopt / H — Test acceptance spine | WP04 Asset pack, install, verify, preflight: adapt / E — Asset, backend, and language-model authority | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental",experimental -> experimental no-WLI scoring preservation; Keep as experimental; V1 does not depend on retained-state no-WLI scoring.,experimental no-WLI scoring preservation,experimental/tests/scoring/test_retained_state_plaintext_rescore.py,A02 experimental boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_resume_boundary_contract.py | J00 n-gram Hamming boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_scorer_registry_contract.py | J01 huge n-gram assets boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_asset_registry_contract.py,ok
T21,tests.zip::tests/scoring/ngram_hamming/test_bridge_profiles_and_clusters.py,N-gram bridge profiles/clusters,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,experimental -> experimental no-WLI scoring; Record as experimental source; do not integrate into V1 release scorer.,experimental no-WLI scoring,experimental/tests/scoring/ngram_hamming/test_bridge_profiles_and_clusters.py,A02 experimental boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_resume_boundary_contract.py | J00 n-gram Hamming boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_scorer_registry_contract.py,ok
T22,tests.zip::tests/scoring/ngram_hamming/test_fast_ngram_hamming_backend.py,Fast n-gram Hamming backend tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,experimental -> experimental no-WLI scoring; Keep outside V1; no casual-solver dependency.,experimental no-WLI scoring,experimental/tests/scoring/ngram_hamming/test_fast_ngram_hamming_backend.py,J04 oracle/truth separation: tests/contracts/test_oracle_truth_separation_contract.py; tests/tools/test_no_wli_oracle_contract.py,ok
T23,tests.zip::tests/scoring/ngram_hamming/test_reference_ngram_hamming.py,Reference n-gram Hamming tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP11 no-WLI / span-Hamming / n-gram Hamming audit: split / D + J — split: span-Hamming V1; new n-gram scoring experimental,experimental -> experimental no-WLI scoring; Keep in experimental branch for future promotion work.,experimental no-WLI scoring,experimental/tests/scoring/ngram_hamming/test_reference_ngram_hamming.py,J04 oracle/truth separation: tests/contracts/test_oracle_truth_separation_contract.py; tests/tools/test_no_wli_oracle_contract.py,ok
T24,tests.zip::tests/tools/test_phaseB_ngram_hamming_asset_provenance_inventory_v1.py,N-gram asset provenance inventory tests,WP03 Contract tests: adopt / H — Test acceptance spine | WP08 Simple cipher tutorial suite: adopt / H — Simple cipher tutorials and ScheduledStreamLookup demos | WP10 Scheduled-stream / overlay cipher: adopt / F — ScheduledStreamLookup V1 cipher contract,adapt -> asset provenance discipline; Borrow provenance/status fields for V1 assets generally; n-gram assets stay experimental.,asset provenance discipline,tests/contracts/test_asset_registry_contract.py,D02 asset registry: tests/contracts/test_asset_registry_contract.py; tests/scoring/language_model/test_lm_asset_status.py | J01 huge n-gram assets boundary: tests/contracts/test_experimental_boundary_ngram_hamming_not_v1.py; tests/contracts/test_asset_registry_contract.py,ok
O01,tools.zip::tools/benchmarks/periodic_sub_trans/no_wli/analysis/export_scorer_component_inventory_v1.py,Component inventory exporter,"WP04 Asset pack, install, verify, preflight: adapt / E — Asset, backend, and language-model authority | WP12 Component registry and authority: adapt / B + C — Core contracts, component registry, scorer lane registry | WP13 Capability gates and blocked reasons: adopt / B + C + D — Capability gates and requested/effective state | WP18 Scorer lane integration: adapt / C + D — One scorer interface, explicit V1 lanes",adapt -> component contracts + registry; Rewrite as typed core contracts/registries; do not keep tool string schema as core model.,component contracts + registry,tests/contracts/test_component_contracts.py,,ok
