latin_word,rune_word,rune_indices,weight
EUD,ᛖᚢᛞ,18 1 23,1.0
(I)NGSU,ᛝᛋᚢ,21 15 1,1.0
S(I)NGTH,ᛋᛝᚦ,15 21 2,1.0
YHW,ᚣᚻᚹ,26 8 7,1.0
(I)NGOG,ᛝᚩᚷ,21 3 6,1.0
EGA,ᛖᚷᚪ,18 6 24,1.0
WOL,ᚹᚩᛚ,7 3 20,1.0
XAT,ᛉᚪᛏ,14 24 16,1.0
THEAD,ᚦᛠᛞ,2 28 23,1.0
LEAR,ᛚᛠᚱ,20 28 4,1.0
DEAR,ᛞᛠᚱ,23 28 4,1.0
REAN,ᚱᛠᚾ,4 28 9,1.0
NON,ᚾᚩᚾ,9 3 9,1.0
YAP,ᚣᚪᛈ,26 24 13,1.0
XIS,ᛉᛁᛋ,14 10 15,1.0
RON,ᚱᚩᚾ,4 3 9,1.0
RIS,ᚱᛁᛋ,4 10 15,1.0
TSEA,ᛏᛋᛠ,16 15 28,1.0
TRA,ᛏᚱᚪ,16 4 24,1.0
TOG,ᛏᚩᚷ,16 3 6,1.0
NEAM,ᚾᛠᛗ,9 28 19,1.0
GIF,ᚷᛁᚠ,6 10 0,1.0
WAS,ᚹᚪᛋ,7 24 15,1.0
NOS,ᚾᚩᛋ,9 3 15,1.0
SEY,ᛋᛖᚣ,15 18 26,1.0
DER,ᛞᛖᚱ,23 18 4,1.0
NET,ᚾᛖᛏ,9 18 16,1.0
EADI,ᛠᛞᛁ,28 23 10,1.0
POT,ᛈᚩᛏ,13 3 16,1.0
(I)NGOD,ᛝᚩᛞ,21 3 23,1.0
NUR,ᚾᚢᚱ,9 1 4,1.0
TUC,ᛏᚢᚳ,16 1 5,1.0
DEAL,ᛞᛠᛚ,23 28 20,1.0
THREA,ᚦᚱᛠ,2 4 28,1.0
(I)NGRB,ᛝᚱᛒ,21 4 17,1.0
BOJ,ᛒᚩᛂ,17 3 11,1.0
CSA,ᚳᛋᚪ,5 15 24,1.0
TEAH,ᛏᛠᚻ,16 28 8,1.0
XOB,ᛉᚩᛒ,14 3 17,1.0
GIB,ᚷᛁᛒ,6 10 17,1.0
RAC,ᚱᚪᚳ,4 24 5,1.0
OGA,ᚩᚷᚪ,3 6 24,1.0
LEAD,ᛚᛠᛞ,20 28 23,1.0
DIA,ᛞᛁᚪ,23 10 24,1.0
TEM,ᛏᛖᛗ,16 18 19,1.0
TEN,ᛏᛖᚾ,16 18 9,1.0
DEL,ᛞᛖᛚ,23 18 20,1.0
CES,ᚳᛖᛋ,5 18 15,1.0
YEC,ᚣᛖᚳ,26 18 5,1.0
TOL,ᛏᚩᛚ,16 3 20,1.0
REAH,ᚱᛠᚻ,4 28 8,1.0
MUS,ᛗᚢᛋ,19 1 15,1.0
DEAD,ᛞᛠᛞ,23 28 23,1.0
DDA,ᛞᛞᚪ,23 23 24,1.0
DAB,ᛞᚪᛒ,23 24 17,1.0
DEB,ᛞᛖᛒ,23 18 17,1.0
YRT,ᚣᚱᛏ,26 4 16,1.0
EYE,ᛖᚣᛖ,18 26 18,1.0
YSEA,ᚣᛋᛠ,26 15 28,1.0
RAB,ᚱᚪᛒ,4 24 17,1.0
NUS,ᚾᚢᛋ,9 1 15,1.0
YRD,ᚣᚱᛞ,26 4 23,1.0
REAF,ᚱᛠᚠ,4 28 0,1.0
YAL,ᚣᚪᛚ,26 24 20,1.0
YOB,ᚣᚩᛒ,26 3 17,1.0
EID,ᛖᛁᛞ,18 10 23,1.0
TOH,ᛏᚩᚻ,16 3 8,1.0
SOEG,ᛋᛟᚷ,15 22 6,1.0
REAB,ᚱᛠᛒ,4 28 17,1.0
TAS,ᛏᚪᛋ,16 24 15,1.0
MEAT,ᛗᛠᛏ,19 28 16,1.0
LLI,ᛚᛚᛁ,20 20 10,1.0
MRA,ᛗᚱᚪ,19 4 24,1.0
TIB,ᛏᛁᛒ,16 10 17,1.0
YAB,ᚣᚪᛒ,26 24 17,1.0
PAM,ᛈᚪᛗ,13 24 19,1.0
TIF,ᛏᛁᚠ,16 10 0,1.0
READ,ᚱᛠᛞ,4 28 23,1.0
ECI,ᛖᚳᛁ,18 5 10,1.0
THAP,ᚦᚪᛈ,2 24 13,1.0
YUB,ᚣᚢᛒ,26 1 17,1.0
EIL,ᛖᛁᛚ,18 10 20,1.0
NITH,ᚾᛁᚦ,9 10 2,1.0
EEF,ᛖᛖᚠ,18 18 0,1.0
NAR,ᚾᚪᚱ,9 24 4,1.0
YAR,ᚣᚪᚱ,26 24 4,1.0
TEAS,ᛏᛠᛋ,16 28 15,1.0
MOC,ᛗᚩᚳ,19 3 5,1.0
DIM,ᛞᛁᛗ,23 10 19,1.0
DEF,ᛞᛖᚠ,23 18 0,1.0
GOD,ᚷᚩᛞ,6 3 23,1.0
CEAW,ᚳᛠᚹ,5 28 7,1.0
EETH,ᛖᛖᚦ,18 18 2,1.0
TIS,ᛏᛁᛋ,16 10 15,1.0
TEAM,ᛏᛠᛗ,16 28 19,1.0
ORP,ᚩᚱᛈ,3 4 13,1.0
(I)NGOS,ᛝᚩᛋ,21 3 15,1.0
BEW,ᛒᛖᚹ,17 18 7,1.0
TAF,ᛏᚪᚠ,16 24 0,1.0
NIM,ᚾᛁᛗ,9 10 19,1.0
WAR,ᚹᚪᚱ,7 24 4,1.0
CEAP,ᚳᛠᛈ,5 28 13,1.0
(I)NGYL,ᛝᚣᛚ,21 26 20,1.0
NIS,ᚾᛁᛋ,9 10 15,1.0
(I)NGWO,ᛝᚹᚩ,21 7 3,1.0
TIH,ᛏᛁᚻ,16 10 8,1.0
TOEP,ᛏᛟᛈ,16 22 13,1.0
PUC,ᛈᚢᚳ,13 1 5,1.0
WOR,ᚹᚩᚱ,7 3 4,1.0
YCS,ᚣᚳᛋ,26 5 15,1.0
NUG,ᚾᚢᚷ,9 1 6,1.0
REAW,ᚱᛠᚹ,4 28 7,1.0
MIA,ᛗᛁᚪ,19 10 24,1.0
YOJ,ᚣᚩᛂ,26 3 11,1.0
TEW,ᛏᛖᚹ,16 18 7,1.0
LREA,ᛚᚱᛠ,20 4 28,1.0
FEAL,ᚠᛠᛚ,0 28 20,1.0
ARE,ᚪᚱᛖ,24 4 18,1.0
PPA,ᛈᛈᚪ,13 13 24,1.0
MOEP,ᛗᛟᛈ,19 22 13,1.0
REAR,ᚱᛠᚱ,4 28 4,1.0
NIW,ᚾᛁᚹ,9 10 7,1.0
SUB,ᛋᚢᛒ,15 1 17,1.0
BUP,ᛒᚢᛈ,17 1 13,1.0
YLF,ᚣᛚᚠ,26 20 0,1.0
CRA,ᚳᚱᚪ,5 4 24,1.0
WWW,ᚹᚹᚹ,7 7 7,1.0
PAG,ᛈᚪᚷ,13 24 6,1.0
GEL,ᚷᛖᛚ,6 18 20,1.0
LEAS,ᛚᛠᛋ,20 28 15,1.0
PAC,ᛈᚪᚳ,13 24 5,1.0
LEAM,ᛚᛠᛗ,20 28 19,1.0
(I)NGTEA,ᛝᛏᛠ,21 16 28,1.0
NEAD,ᚾᛠᛞ,9 28 23,1.0
S(I)NGC,ᛋᛝᚳ,15 21 5,1.0
TAC,ᛏᚪᚳ,16 24 5,1.0
GAB,ᚷᚪᛒ,6 24 17,1.0
GGE,ᚷᚷᛖ,6 6 18,1.0
ESEA,ᛖᛋᛠ,18 15 28,1.0
MAD,ᛗᚪᛞ,19 24 23,1.0
SREA,ᛋᚱᛠ,15 4 28,1.0
YRC,ᚣᚱᚳ,26 4 5,1.0
TEAB,ᛏᛠᛒ,16 28 17,1.0
THAB,ᚦᚪᛒ,2 24 17,1.0
PIT,ᛈᛁᛏ,13 10 16,1.0
NAP,ᚾᚪᛈ,9 24 13,1.0
GOL,ᚷᚩᛚ,6 3 20,1.0
TAH,ᛏᚪᚻ,16 24 8,1.0
XIM,ᛉᛁᛗ,14 10 19,1.0
CAO,ᚳᚪᚩ,5 24 3,1.0
S(I)NGW,ᛋᛝᚹ,15 21 7,1.0
LED,ᛚᛖᛞ,20 18 23,1.0
NEP,ᚾᛖᛈ,9 18 13,1.0
(I)NGYD,ᛝᚣᛞ,21 26 23,1.0
XAM,ᛉᚪᛗ,14 24 19,1.0
(I)NGUH,ᛝᚢᚻ,21 1 8,1.0
NUF,ᚾᚢᚠ,9 1 0,1.0
DIB,ᛞᛁᛒ,23 10 17,1.0
DAS,ᛞᚪᛋ,23 24 15,1.0
REAG,ᚱᛠᚷ,4 28 6,1.0
XIF,ᛉᛁᚠ,14 10 0,1.0
(I)NG(I)NGS,ᛝᛝᛋ,21 21 15,1.0
THAO,ᚦᚪᚩ,2 24 3,1.0
DDO,ᛞᛞᚩ,23 23 3,1.0
TIW,ᛏᛁᚹ,16 10 7,1.0
CTE,ᚳᛏᛖ,5 16 18,1.0
EIT,ᛖᛁᛏ,18 10 16,1.0
WOB,ᚹᚩᛒ,7 3 17,1.0
EALP,ᛠᛚᛈ,28 20 13,1.0
SIOB,ᛋᛡᛒ,15 27 17,1.0
S(I)NGR,ᛋᛝᚱ,15 21 4,1.0
FER,ᚠᛖᚱ,0 18 4,1.0
DAM,ᛞᚪᛗ,23 24 19,1.0
TCO,ᛏᚳᚩ,16 5 3,1.0
(I)NGGA,ᛝᚷᚪ,21 6 24,1.0
TIL,ᛏᛁᛚ,16 10 20,1.0
GEB,ᚷᛖᛒ,6 18 17,1.0
SEAS,ᛋᛠᛋ,15 28 15,1.0
NREA,ᚾᚱᛠ,9 4 28,1.0
POP,ᛈᚩᛈ,13 3 13,1.0
NNI,ᚾᚾᛁ,9 9 10,1.0
TPA,ᛏᛈᚪ,16 13 24,1.0
THAM,ᚦᚪᛗ,2 24 19,1.0
EUE,ᛖᚢᛖ,18 1 18,1.0
NIOL,ᚾᛡᛚ,9 27 20,1.0
DIR,ᛞᛁᚱ,23 10 4,1.0
(I)NGAH,ᛝᚪᚻ,21 24 8,1.0
OEHS,ᛟᚻᛋ,22 8 15,1.0
ETA,ᛖᛏᚪ,18 16 24,1.0
THYM,ᚦᚣᛗ,2 26 19,1.0
TEP,ᛏᛖᛈ,16 18 13,1.0
COD,ᚳᚩᛞ,5 3 23,1.0
FEAD,ᚠᛠᛞ,0 28 23,1.0
(I)NGWS,ᛝᚹᛋ,21 7 15,1.0
EWO,ᛖᚹᚩ,18 7 3,1.0
NEAL,ᚾᛠᛚ,9 28 20,1.0
ROT,ᚱᚩᛏ,4 3 16,1.0
OGE,ᚩᚷᛖ,3 6 18,1.0
(I)NGAS,ᛝᚪᛋ,21 24 15,1.0
RAT,ᚱᚪᛏ,4 24 16,1.0
(I)NGUS,ᛝᚢᛋ,21 1 15,1.0
TOD,ᛏᚩᛞ,16 3 23,1.0
RAU,ᚱᚪᚢ,4 24 1,1.0
TEAN,ᛏᛠᚾ,16 28 9,1.0
GOF,ᚷᚩᚠ,6 3 0,1.0
NIB,ᚾᛁᛒ,9 10 17,1.0
GAT,ᚷᚪᛏ,6 24 16,1.0
THEAH,ᚦᛠᚻ,2 28 8,1.0
(I)NGAR,ᛝᚪᚱ,21 24 4,1.0
LIOD,ᛚᛡᛞ,20 27 23,1.0
DIL,ᛞᛁᛚ,23 10 20,1.0
EYB,ᛖᚣᛒ,18 26 17,1.0
DAP,ᛞᚪᛈ,23 24 13,1.0
BIL,ᛒᛁᛚ,17 10 20,1.0
YOT,ᚣᚩᛏ,26 3 16,1.0
(I)NGAY,ᛝᚪᚣ,21 24 26,1.0
TOR,ᛏᚩᚱ,16 3 4,1.0
CBA,ᚳᛒᚪ,5 17 24,1.0
DIH,ᛞᛁᚻ,23 10 8,1.0
PEAL,ᛈᛠᛚ,13 28 20,1.0
GAL,ᚷᚪᛚ,6 24 20,1.0
GED,ᚷᛖᛞ,6 18 23,1.0
LEAH,ᛚᛠᚻ,20 28 8,1.0
IHP,ᛁᚻᛈ,10 8 13,1.0
PEAH,ᛈᛠᚻ,13 28 8,1.0
SOD,ᛋᚩᛞ,15 3 23,1.0
OSI,ᚩᛋᛁ,3 15 10,1.0
EWA,ᛖᚹᚪ,18 7 24,1.0
LIN,ᛚᛁᚾ,20 10 9,1.0
YPS,ᚣᛈᛋ,26 13 15,1.0
CEAL,ᚳᛠᛚ,5 28 20,1.0
(I)NG(I)NGR,ᛝᛝᚱ,21 21 4,1.0
THOM,ᚦᚩᛗ,2 3 19,1.0
PIS,ᛈᛁᛋ,13 10 15,1.0
LRU,ᛚᚱᚢ,20 4 1,1.0
DOM,ᛞᚩᛗ,23 3 19,1.0
NAL,ᚾᚪᛚ,9 24 20,1.0
SNA,ᛋᚾᚪ,15 9 24,1.0
YUI,ᚣᚢᛁ,26 1 10,1.0
UED,ᚢᛖᛞ,1 18 23,1.0
MER,ᛗᛖᚱ,19 18 4,1.0
TLA,ᛏᛚᚪ,16 20 24,1.0
SBA,ᛋᛒᚪ,15 17 24,1.0
GUB,ᚷᚢᛒ,6 1 17,1.0
SOEF,ᛋᛟᚠ,15 22 0,1.0
WOU,ᚹᚩᚢ,7 3 1,1.0
(I)NGYT,ᛝᚣᛏ,21 26 16,1.0
PEAR,ᛈᛠᚱ,13 28 4,1.0
RRE,ᚱᚱᛖ,4 4 18,1.0
IORT,ᛡᚱᛏ,27 4 16,1.0
NUN,ᚾᚢᚾ,9 1 9,1.0
NAN,ᚾᚪᚾ,9 24 9,1.0
DEW,ᛞᛖᚹ,23 18 7,1.0
(I)NGTS,ᛝᛏᛋ,21 16 15,1.0
PIR,ᛈᛁᚱ,13 10 4,1.0
(I)NGLC,ᛝᛚᚳ,21 20 5,1.0
STEA,ᛋᛏᛠ,15 16 28,1.0
EDO,ᛖᛞᚩ,18 23 3,1.0
WEH,ᚹᛖᚻ,7 18 8,1.0
TEAF,ᛏᛠᚠ,16 28 0,1.0
ERI,ᛖᚱᛁ,18 4 10,1.0
LIA,ᛚᛁᚪ,20 10 24,1.0
RIOL,ᚱᛡᛚ,4 27 20,1.0
NES,ᚾᛖᛋ,9 18 15,1.0
NIY,ᚾᛁᚣ,9 10 26,1.0
PCT,ᛈᚳᛏ,13 5 16,1.0
(I)NGSEA,ᛝᛋᛠ,21 15 28,1.0
OAT,ᚩᚪᛏ,3 24 16,1.0
SOEW,ᛋᛟᚹ,15 22 7,1.0
TIG,ᛏᛁᚷ,16 10 6,1.0
WOP,ᚹᚩᛈ,7 3 13,1.0
AHS,ᚪᚻᛋ,24 8 15,1.0
ROTH,ᚱᚩᚦ,4 3 2,1.0
SDI,ᛋᛞᛁ,15 23 10,1.0
WEY,ᚹᛖᚣ,7 18 26,1.0
FFI,ᚠᚠᛁ,0 0 10,1.0
ASR,ᚪᛋᚱ,24 15 4,1.0
YRP,ᚣᚱᛈ,26 4 13,1.0
YRW,ᚣᚱᚹ,26 4 7,1.0
PTF,ᛈᛏᚠ,13 16 0,1.0
IRU,ᛁᚱᚢ,10 4 1,1.0
XEH,ᛉᛖᚻ,14 18 8,1.0
E(I)NGB,ᛖᛝᛒ,18 21 17,1.0
FIG,ᚠᛁᚷ,0 10 6,1.0
(I)NGRW,ᛝᚱᚹ,21 4 7,1.0
SIOD,ᛋᛡᛞ,15 27 23,1.0
MIU,ᛗᛁᚢ,19 10 1,1.0
CTU,ᚳᛏᚢ,5 16 1,1.0
IOAG,ᛡᚪᚷ,27 24 6,1.0
IGC,ᛁᚷᚳ,10 6 5,1.0
(I)NGYU,ᛝᚣᚢ,21 26 1,1.0
BIF,ᛒᛁᚠ,17 10 0,1.0
SNEO,ᛋᚾᛇ,15 9 12,1.0
THOTH,ᚦᚩᚦ,2 3 2,1.0
(I)NG(I)NGW,ᛝᛝᚹ,21 21 7,1.0
PGP,ᛈᚷᛈ,13 6 13,1.0
(I)NGREA,ᛝᚱᛠ,21 4 28,1.0
(I)NGYE,ᛝᚣᛖ,21 26 18,1.0
GPJ,ᚷᛈᛂ,6 13 11,1.0
S(I)NGP,ᛋᛝᛈ,15 21 13,1.0
